Short Name,Position,League Name,Club Name,Nationality,Age,Overall,Gross Annual Eur,Predicted Center Eur,Predicted Low Eur,Predicted High Eur,Status
T. Chalobah,Defender,Premier League,Chelsea,England,25,79,3012025.0,4213344.0,3667968.0,4925234.0,underpaid
D. Brooks,Midfielder,Premier League,AFC Bournemouth,Wales,27,75,3012025.0,2190009.0,1676256.0,3026752.0,fair
J. Doku,Attacker,Premier League,Manchester City,Belgium,23,80,3012025.0,6051794.0,4833630.0,7408618.0,underpaid
Caio Henrique,Defender,Ligue 1,AS Monaco,Brazil,27,77,2990000.0,2860541.0,2452006.0,3229883.0,fair
K. Sulemana,Attacker,Serie A,Atalanta,Ghana,23,71,2960000.0,1172441.0,937504.0,1469327.0,overpaid
R. Piccoli,Attacker,Serie A,Fiorentina,Italy,24,75,2960000.0,2437336.0,2203240.0,2863769.0,overpaid
R. Mandragora,Midfielder,Serie A,Fiorentina,Italy,28,77,2960000.0,3199702.0,2875751.0,3639571.0,fair
K. Yıldız,Attacker,Serie A,Juventus,Türkiye,20,79,2960000.0,4692550.0,3968597.0,5469997.0,underpaid
T. Dallinga,Attacker,Serie A,Bologna,Netherlands,24,76,2960000.0,2337768.0,2003965.0,2839184.0,overpaid
A. Sanabria,Attacker,Serie A,Cremonese,Paraguay,29,76,2960000.0,1241031.0,974702.0,1464708.0,overpaid
N. Zalewski,Midfielder,Serie A,Atalanta,Poland,23,76,2960000.0,2139507.0,1733328.0,2676918.0,overpaid
Bryan Gil,Attacker,La Liga,Girona FC,Spain,24,78,2920000.0,2390181.0,2029479.0,2866252.0,overpaid
Borja Iglesias,Attacker,La Liga,RC Celta,Spain,32,80,2920000.0,3393376.0,2902874.0,3971281.0,fair
Álex Moreno,Defender,La Liga,Girona FC,Spain,32,77,2920000.0,1936655.0,1692522.0,2264725.0,overpaid
Iago Aspas,Attacker,La Liga,RC Celta,Spain,37,83,2920000.0,4859017.0,3823329.0,6267157.0,underpaid
T. Tessmann,Midfielder,Ligue 1,Olympique Lyonnais,USA,23,75,2910000.0,1382824.0,1130171.0,1603097.0,overpaid
A. Thomasson,Midfielder,Ligue 1,RC Lens,France,31,77,2910000.0,2719532.0,2360465.0,3096252.0,fair
M. Biereth,Attacker,Ligue 1,AS Monaco,Denmark,22,78,2870000.0,2566101.0,2190642.0,3056573.0,fair
D. Doekhi,Defender,Bundesliga,1. FC Union Berlin,Netherlands,27,78,2830000.0,2298267.0,1962615.0,2722122.0,overpaid
M. Svanberg,Midfielder,Bundesliga,VfL Wolfsburg,Sweden,26,76,2830000.0,3179529.0,2809198.0,3674926.0,fair
R. Ache,Attacker,Bundesliga,1. FC Köln,Germany,26,73,2830000.0,1515020.0,1296069.0,1766517.0,overpaid
Fábio Vieira,Midfielder,Bundesliga,Hamburger SV,Portugal,25,78,2830000.0,3881334.0,3565746.0,4287693.0,underpaid
H. Larsson,Midfielder,Bundesliga,Eintracht Frankfurt,Sweden,21,78,2830000.0,2603404.0,2186360.0,3083361.0,fair
M. Nicolas,Goalkeeper,Bundesliga,Borussia Mönchengladbach,Germany,27,75,2830000.0,1524870.0,1340617.0,1740900.0,overpaid
K. Diks,Defender,Bundesliga,Borussia Mönchengladbach,Netherlands,28,74,2830000.0,1912629.0,1655021.0,2217184.0,overpaid
N. Amiri,Midfielder,Bundesliga,1. FSV Mainz 05,Germany,28,81,2830000.0,3898062.0,3355422.0,4441325.0,underpaid
K. Stöger,Midfielder,Bundesliga,Borussia Mönchengladbach,Austria,31,76,2830000.0,2411525.0,2159121.0,2734795.0,overpaid
T. Bischof,Midfielder,Bundesliga,FC Bayern München,Germany,20,76,2830000.0,2416215.0,2013940.0,2983607.0,fair
J. Vagnoman,Defender,Bundesliga,VfB Stuttgart,Germany,24,74,2830000.0,1884823.0,1622962.0,2302687.0,overpaid
A. Karazor,Midfielder,Bundesliga,VfB Stuttgart,Germany,28,76,2830000.0,2070772.0,1813182.0,2416467.0,overpaid
J. Chabot,Defender,Bundesliga,VfB Stuttgart,Germany,27,78,2830000.0,2355176.0,2020199.0,2752005.0,overpaid
A. Guðmundsson,Attacker,Serie A,Fiorentina,Iceland,28,79,2820000.0,3309437.0,2845685.0,3827802.0,underpaid
Carlos Augusto,Defender,Serie A,Inter,Brazil,26,81,2820000.0,4815580.0,4211123.0,5708141.0,underpaid
Pedro,Attacker,Serie A,Lazio,Spain,37,77,2820000.0,2753018.0,2380222.0,3084554.0,fair
C. Casadei,Midfielder,Serie A,Torino,Italy,22,74,2780000.0,1991107.0,1681967.0,2442284.0,overpaid
P. Sučić,Midfielder,Serie A,Inter,Bosnia and Herzegovina,21,74,2780000.0,1367506.0,1044052.0,1683146.0,overpaid
D. Cataldi,Midfielder,Serie A,Lazio,Italy,30,77,2780000.0,2839734.0,2485552.0,3176923.0,fair
J. Rowe,Attacker,Serie A,Bologna,England,22,75,2780000.0,2042256.0,1650012.0,2656178.0,overpaid
G. Rulli,Goalkeeper,Ligue 1,Olympique de Marseille,Argentina,33,82,2730000.0,4166225.0,3789640.0,4734952.0,underpaid
L. Brassier,Defender,Ligue 1,Stade Rennais FC,France,25,76,2730000.0,2143316.0,1898483.0,2478928.0,overpaid
E. Lepaul,Attacker,Ligue 1,Stade Rennais FC,France,25,75,2730000.0,2151798.0,1835741.0,2586584.0,overpaid
Q. Merlin,Defender,Ligue 1,Stade Rennais FC,France,23,76,2730000.0,1463656.0,1117997.0,1808775.0,overpaid
R. Del Castillo,Attacker,Ligue 1,Stade Brestois 29,France,29,76,2730000.0,2599558.0,2299430.0,2957765.0,fair
B. Chardonnet,Defender,Ligue 1,Stade Brestois 29,France,30,77,2730000.0,2133347.0,1844451.0,2470343.0,overpaid
P. Šulc,Midfielder,Ligue 1,Olympique Lyonnais,Czechia,24,77,2730000.0,1825095.0,1261141.0,2771161.0,fair
O. Giroud,Attacker,Ligue 1,Lille OSC,France,38,79,2730000.0,2848087.0,2398316.0,3226560.0,fair
T. Barry,Attacker,Premier League,Everton,France,22,77,2710823.0,2714789.0,2328719.0,3201197.0,fair
T. Hume,Defender,Premier League,Sunderland,Northern Ireland,23,74,2710823.0,2082032.0,1743623.0,2553096.0,overpaid
R. Sessegnon,Defender,Premier League,Fulham FC,England,25,75,2710823.0,2456408.0,2068044.0,3158039.0,fair
L. Hall,Defender,Premier League,Newcastle United,England,20,80,2710823.0,4386355.0,3879128.0,5000495.0,underpaid
C. Bassey,Defender,Premier League,Fulham FC,Nigeria,25,78,2710823.0,3696172.0,3430287.0,4120544.0,underpaid
M. Gusto,Defender,Premier League,Chelsea,France,22,79,2710823.0,4689914.0,4085821.0,5329042.0,underpaid
I. Ndiaye,Midfielder,Premier League,Everton,Senegal,25,79,2710823.0,3392172.0,2829504.0,4185903.0,underpaid
A. Stach,Midfielder,Premier League,Leeds United,Germany,26,79,2710823.0,3627939.0,3162642.0,4166778.0,underpaid
B. Aaronson,Midfielder,Premier League,Leeds United,USA,24,74,2710823.0,1869537.0,1486270.0,2395989.0,overpaid
L. Tchaouna,Attacker,Premier League,Burnley,France,21,69,2710823.0,1020800.0,785894.0,1392509.0,overpaid
J. Anthony,Midfielder,Premier League,Burnley,England,25,74,2710823.0,2056041.0,1684120.0,2540285.0,overpaid
A. Broja,Attacker,Premier League,Burnley,Albania,23,72,2710823.0,1016090.0,850409.0,1260632.0,overpaid
C. Summerville,Attacker,Premier League,West Ham United,Netherlands,23,76,2710823.0,2226273.0,1745008.0,2844893.0,fair
L. Krejčí,Defender,Premier League,Wolverhampton Wanderers,Czechia,26,78,2710823.0,2572237.0,2262153.0,2991903.0,fair
V. Vanat,Attacker,La Liga,Girona FC,Ukraine,23,76,2710000.0,2111668.0,1713524.0,2639037.0,overpaid
V. Tsygankov,Attacker,La Liga,Girona FC,Ukraine,27,79,2710000.0,3484106.0,3021883.0,4048010.0,underpaid
T. Oluwaseyi,Attacker,La Liga,Villarreal CF,Nigeria,25,70,2710000.0,1197858.0,949350.0,1606229.0,overpaid
M. Pongračić,Defender,Serie A,Fiorentina,Croatia,27,74,2690000.0,2008298.0,1772063.0,2364790.0,overpaid
S. Lynen,Midfielder,Bundesliga,SV Werder Bremen,Belgium,26,76,2640000.0,2268642.0,1992592.0,2622501.0,overpaid
Lee Jae Sung,Attacker,Bundesliga,1. FSV Mainz 05,Korea Republic,32,77,2640000.0,2714012.0,2401354.0,3042201.0,fair
A. Al Khaibari,Midfielder,Saudi Pro League,Al Nassr,Saudi Arabia,28,68,2560000.0,1059017.0,842052.0,1424037.0,overpaid
N. Vlašić,Attacker,Serie A,Torino,Croatia,27,79,2560000.0,3320838.0,2927451.0,3786024.0,underpaid
Z. Çelik,Defender,Serie A,Roma,Türkiye,28,76,2560000.0,3114203.0,2765089.0,3544378.0,underpaid
M. Al Olayan,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,30,63,2560000.0,668272.0,514772.0,822728.0,overpaid
L. Ajorque,Attacker,Ligue 1,Stade Brestois 29,France,31,77,2550000.0,2163510.0,1780469.0,2714434.0,fair
W. Hoedt,Defender,Saudi Pro League,Al Shabab,Netherlands,31,74,2550000.0,1636345.0,1429944.0,1899010.0,overpaid
A. Hassan,Attacker,Saudi Pro League,Al Ettifaq,Egypt,32,72,2550000.0,1240117.0,1038583.0,1506463.0,overpaid
S. Mandash,Attacker,Saudi Pro League,Al Taawoun FC,Saudi Arabia,30,67,2500000.0,749898.0,650567.0,891441.0,overpaid
Sergio Gómez,Attacker,La Liga,Real Sociedad,Spain,24,79,2500000.0,2725497.0,2221488.0,3220636.0,fair
Juanlu Sánchez,Defender,La Liga,Sevilla FC,Spain,21,75,2500000.0,1326821.0,1047788.0,1598950.0,overpaid
David Carmo,Defender,La Liga,Real Oviedo,Portugal,25,76,2500000.0,3038221.0,2423653.0,3759997.0,fair
Marc Roca,Midfielder,La Liga,Real Betis Balompié,Spain,28,78,2500000.0,2214519.0,1897908.0,2690489.0,fair
A. Witsel,Defender,La Liga,Girona FC,Belgium,36,77,2500000.0,2775009.0,2388993.0,3112576.0,fair
David Soria,Goalkeeper,La Liga,Getafe CF,Spain,32,81,2500000.0,3580578.0,2631336.0,4589759.0,underpaid
D. Svensson,Midfielder,Bundesliga,Borussia Dortmund,Sweden,23,77,2450000.0,2250641.0,1854003.0,2774948.0,fair
P. Treu,Defender,Bundesliga,SC Freiburg,Germany,24,74,2450000.0,1488024.0,1247393.0,1742953.0,overpaid
E. Anderson,Midfielder,Premier League,Nottingham Forest,Scotland,22,80,2409620.0,4340096.0,3738668.0,5025456.0,underpaid
M. Sels,Goalkeeper,Premier League,Nottingham Forest,Belgium,33,83,2409620.0,4415880.0,4087789.0,4903083.0,underpaid
Florentino,Midfielder,Premier League,Burnley,Portugal,25,80,2409620.0,2528968.0,2152255.0,2967677.0,fair
M. Dúbravka,Goalkeeper,Premier League,Burnley,Slovakia,36,77,2409620.0,2303650.0,2035643.0,2664300.0,fair
J. Rodon,Defender,Premier League,Leeds United,Wales,27,76,2409620.0,2370527.0,2102503.0,2755663.0,fair
N. Sadiki,Midfielder,Premier League,Sunderland,Belgium,20,74,2409620.0,2186384.0,1861231.0,2614994.0,fair
C. Talbi,Attacker,Premier League,Sunderland,Morocco,20,73,2409620.0,1618769.0,1224794.0,2179333.0,overpaid
D. Spence,Defender,Premier League,Tottenham Hotspur,England,24,78,2409620.0,3913140.0,3589114.0,4380803.0,underpaid
W. Odobert,Attacker,Premier League,Tottenham Hotspur,France,20,75,2409620.0,2257330.0,1713907.0,3160893.0,fair
E. Ampadu,Midfielder,Premier League,Leeds United,Wales,24,76,2409620.0,3153115.0,2798038.0,3596417.0,underpaid
M. Kayode,Defender,Premier League,Brentford,Italy,20,73,2409620.0,1659753.0,1334672.0,2108306.0,overpaid
T. Mitchell,Midfielder,Premier League,Crystal Palace,England,25,78,2409620.0,3514002.0,3240170.0,3985454.0,underpaid
G. Gudmundsson,Defender,Premier League,Leeds United,Sweden,26,77,2409620.0,2485569.0,2135522.0,2995490.0,fair
S. Bueno,Defender,Premier League,Wolverhampton Wanderers,Uruguay,26,76,2409620.0,2519067.0,2145555.0,2982792.0,fair
Y. Minteh,Midfielder,Premier League,Brighton & Hove Albion,Gambia,20,77,2409620.0,2602659.0,1886019.0,3518772.0,fair
A. Scott,Midfielder,Premier League,AFC Bournemouth,England,21,74,2409620.0,1987740.0,1639530.0,2415477.0,fair
P. Dorgu,Midfielder,Premier League,Manchester United,Denmark,20,74,2409620.0,1980910.0,1650358.0,2415271.0,fair
R. Perraud,Defender,Ligue 1,Lille OSC,France,27,74,2360000.0,1956784.0,1724589.0,2238122.0,overpaid
Y. Sugawara,Defender,Bundesliga,SV Werder Bremen,Japan,25,74,2360000.0,1884036.0,1667554.0,2229782.0,overpaid
R. Aguilar,Midfielder,Ligue 1,RC Lens,France,32,76,2360000.0,2400875.0,2153632.0,2725305.0,fair
L. Agoumé,Midfielder,La Liga,Sevilla FC,France,23,75,2290000.0,1861949.0,1536607.0,2293586.0,fair
Santi Comesaña,Midfielder,La Liga,Villarreal CF,Spain,28,78,2290000.0,2435296.0,2056180.0,2903802.0,fair
Iván Martín,Midfielder,La Liga,Girona FC,Spain,26,77,2290000.0,2059978.0,1790103.0,2363139.0,fair
Ferran Jutglà,Attacker,La Liga,RC Celta,Spain,26,75,2290000.0,1996604.0,1733194.0,2359600.0,fair
D. Kohr,Defender,Bundesliga,1. FSV Mainz 05,Germany,31,77,2260000.0,1938270.0,1673563.0,2274126.0,fair
N. Brown,Defender,Bundesliga,Eintracht Frankfurt,Germany,22,77,2260000.0,2022558.0,1661393.0,2505792.0,fair
N. Capaldo,Midfielder,Bundesliga,Hamburger SV,Argentina,26,73,2260000.0,1493860.0,1292726.0,1714060.0,overpaid
C. Harder,Attacker,Bundesliga,RB Leipzig,Denmark,20,74,2260000.0,2166896.0,1820759.0,2632674.0,fair
S. Machino,Attacker,Bundesliga,Borussia Mönchengladbach,Japan,25,75,2260000.0,1833928.0,1525955.0,2269622.0,fair
A. Nusa,Midfielder,Bundesliga,RB Leipzig,Norway,20,76,2260000.0,2058869.0,1704282.0,2501821.0,fair
K. Jakić,Attacker,Bundesliga,FC Augsburg,Croatia,28,76,2260000.0,2027605.0,1785138.0,2379369.0,fair
M. Wolf,Midfielder,Bundesliga,FC Augsburg,Germany,30,75,2260000.0,2557232.0,2273572.0,2986581.0,underpaid
F. Dahmen,Goalkeeper,Bundesliga,FC Augsburg,Germany,27,77,2260000.0,1713877.0,1455155.0,2017726.0,overpaid
M. Schwäbe,Goalkeeper,Bundesliga,1. FC Köln,Germany,30,77,2260000.0,2225286.0,1974084.0,2547276.0,fair
Juan Miranda,Defender,Serie A,Bologna,Spain,25,76,2220000.0,2151894.0,1928372.0,2496738.0,fair
L. Ranieri,Defender,Serie A,Fiorentina,Italy,26,76,2220000.0,2129178.0,1913903.0,2460592.0,fair
M. Folorunsho,Attacker,Serie A,Cagliari,Italy,27,75,2220000.0,2686851.0,2139653.0,3630973.0,fair
A. Ismajli,Defender,Serie A,Torino,Albania,28,74,2220000.0,1764975.0,1463114.0,2127593.0,overpaid
L. Østigård,Defender,Serie A,Genoa,Norway,25,73,2220000.0,1475871.0,1258136.0,1719925.0,overpaid
H. Belkebla,Midfielder,Ligue 1,Angers SCO,Algeria,31,74,2180000.0,1325330.0,1193183.0,1497767.0,overpaid
Clinton Mata,Defender,Ligue 1,Olympique Lyonnais,Angola,32,77,2180000.0,1823844.0,1484399.0,2288220.0,fair
G. Hein,Midfielder,Ligue 1,FC Metz,France,28,76,2180000.0,1513057.0,1188044.0,1878106.0,overpaid
J. Teze,Defender,Ligue 1,AS Monaco,Netherlands,25,76,2180000.0,2237216.0,1974649.0,2527130.0,fair
N. Cozza,Defender,Ligue 1,FC Nantes,France,26,73,2180000.0,1408682.0,1177213.0,1698799.0,overpaid
L. Abergel,Midfielder,Ligue 1,FC Lorient,France,32,75,2180000.0,1462835.0,1317909.0,1653380.0,overpaid
J. Lefort,Defender,Ligue 1,Angers SCO,France,31,73,2180000.0,1251822.0,1116534.0,1399607.0,overpaid
Otávio,Midfielder,Saudi Pro League,Al Qadsiah FC,Portugal,30,82,2180000.0,5262410.0,4572275.0,6027781.0,underpaid
D. Sidibé,Defender,Ligue 1,Toulouse FC,France,32,74,2180000.0,1527103.0,1319489.0,1773081.0,overpaid
N. Krstović,Attacker,Serie A,Atalanta,Montenegro,25,75,2180000.0,2472719.0,2072115.0,3019333.0,fair
J. Enciso,Midfielder,Ligue 1,RC Strasbourg Alsace,Paraguay,21,73,2180000.0,1393589.0,1127208.0,1704934.0,overpaid
R. Nicolaisen,Defender,Ligue 1,Toulouse FC,Denmark,28,76,2180000.0,2465408.0,2174248.0,2794937.0,fair
A. Murić,Goalkeeper,Serie A,Sassuolo,Kosovo,26,72,2130000.0,1377597.0,1153730.0,1662859.0,overpaid
S. Magassa,Midfielder,Premier League,West Ham United,France,21,73,2108417.0,1614546.0,1291470.0,2026235.0,overpaid
T. Cairney,Midfielder,Premier League,Fulham FC,Scotland,34,74,2108417.0,2021477.0,1407255.0,3326334.0,fair
A. Wharton,Midfielder,Premier League,Crystal Palace,England,21,79,2108417.0,3610830.0,2874966.0,4626003.0,underpaid
J. O'Brien,Defender,Premier League,Everton,Republic of Ireland,24,76,2108417.0,2169615.0,1865293.0,2548737.0,fair
B. Verbruggen,Goalkeeper,Premier League,Brighton & Hove Albion,Netherlands,22,78,2108417.0,2404407.0,1912273.0,3031833.0,fair
R. Henry,Defender,Premier League,Brentford,England,27,76,2108417.0,2600427.0,2230905.0,3162320.0,underpaid
J. Justin,Defender,Premier League,Leeds United,England,27,74,2108417.0,1980490.0,1736902.0,2346891.0,fair
A. Truffert,Defender,Premier League,AFC Bournemouth,France,23,77,2108417.0,3203151.0,2818908.0,3747629.0,underpaid
E. Diouf,Midfielder,Premier League,West Ham United,Senegal,20,75,2108417.0,1988119.0,1635434.0,2461988.0,fair
Andrey Santos,Midfielder,Premier League,Chelsea,Brazil,21,80,2108417.0,5361023.0,4666012.0,5979479.0,underpaid
L. Nmecha,Attacker,Premier League,Leeds United,Germany,26,76,2108417.0,3282222.0,2894072.0,3763085.0,underpaid
Luiz Júnior,Goalkeeper,La Liga,Villarreal CF,Brazil,24,77,2080000.0,1556105.0,1328197.0,1777879.0,overpaid
Sergio Herrera,Goalkeeper,La Liga,CA Osasuna,Spain,32,79,2080000.0,2046173.0,1797279.0,2361429.0,fair
Sergi Cardona,Defender,La Liga,Villarreal CF,Spain,25,79,2080000.0,2940730.0,2385238.0,3584794.0,underpaid
K. Schlotterbeck,Defender,Bundesliga,FC Augsburg,Germany,28,76,2080000.0,2078317.0,1860818.0,2382969.0,fair
C. Zesiger,Defender,Bundesliga,FC Augsburg,Switzerland,27,76,2080000.0,2091187.0,1849187.0,2455078.0,fair
Lucas Torró,Midfielder,La Liga,CA Osasuna,Spain,30,78,2080000.0,1894051.0,1636676.0,2269351.0,fair
F. Lejeune,Defender,La Liga,Rayo Vallecano,France,34,78,2080000.0,1936429.0,1610584.0,2295703.0,fair
A. Batalla,Goalkeeper,La Liga,Rayo Vallecano,Argentina,29,79,2080000.0,1987266.0,1674436.0,2325310.0,fair
M. Ruggeri,Defender,La Liga,Atlético Madrid,Italy,22,75,2080000.0,2138295.0,1772794.0,2596171.0,fair
S. Mbangula,Midfielder,Bundesliga,SV Werder Bremen,Belgium,21,72,2080000.0,971497.0,811902.0,1166140.0,overpaid
Diego Rico,Defender,La Liga,Getafe CF,Spain,32,77,2080000.0,1933524.0,1682818.0,2266721.0,fair
L. Boyé,Attacker,La Liga,Deportivo Alavés,Argentina,29,73,2080000.0,1616239.0,1393177.0,1856068.0,overpaid
Rafa Mir,Attacker,La Liga,Elche CF,Spain,28,72,2080000.0,1387199.0,1167061.0,1668871.0,overpaid
Luis Milla,Midfielder,La Liga,Getafe CF,Spain,30,79,2080000.0,3166887.0,2812743.0,3668850.0,underpaid
Javi Guerra,Midfielder,La Liga,Valencia CF,Spain,22,77,2080000.0,2250191.0,1829804.0,2762928.0,fair
Álvaro Valles,Goalkeeper,La Liga,Real Betis Balompié,Spain,27,79,2080000.0,2435821.0,2006236.0,2932341.0,fair
A. Prass,Defender,Bundesliga,TSG 1899 Hoffenheim,Austria,24,74,2080000.0,1837516.0,1549134.0,2251654.0,fair
S. Widmer,Defender,Bundesliga,1. FSV Mainz 05,Switzerland,32,72,2080000.0,1478197.0,1292183.0,1710896.0,overpaid
J. Aramburu,Defender,La Liga,Real Sociedad,Venezuela,22,77,2080000.0,2084844.0,1730725.0,2504207.0,fair
Álvaro García,Midfielder,La Liga,Rayo Vallecano,Spain,32,80,2080000.0,4225370.0,3147543.0,5623863.0,underpaid
Rubén García,Attacker,La Liga,CA Osasuna,Spain,31,78,2080000.0,2919874.0,2476269.0,3495375.0,underpaid
S. Serdar,Midfielder,Serie A,Hellas Verona FC,Germany,28,76,2050000.0,2395200.0,2186179.0,2849404.0,underpaid
N. Kühn,Attacker,Serie A,Como,Germany,25,78,2040000.0,3806158.0,3515973.0,4318164.0,underpaid
V. Sierro,Midfielder,Saudi Pro League,Al Shabab,Switzerland,29,75,2040000.0,1643882.0,1420043.0,1918334.0,overpaid
V. Nelsson,Defender,Serie A,Hellas Verona FC,Denmark,26,75,2040000.0,2036764.0,1783060.0,2416515.0,fair
M. Dams,Defender,Saudi Pro League,Al Ahli SFC,Belgium,21,68,2040000.0,590932.0,484371.0,711263.0,overpaid
G. Orban,Attacker,Serie A,Hellas Verona FC,Nigeria,22,74,2040000.0,1767556.0,1400205.0,2332957.0,fair
M. Sangaré,Midfielder,Ligue 1,RC Lens,Mali,23,72,2000000.0,1371081.0,1171510.0,1621255.0,overpaid
L. Karl,Midfielder,Bundesliga,FC Bayern München,Germany,17,63,2000000.0,682754.0,545798.0,815042.0,overpaid
A. Mandi,Defender,Ligue 1,Lille OSC,Algeria,33,75,2000000.0,1649630.0,1445256.0,1912905.0,overpaid
W. Saïd,Attacker,Ligue 1,RC Lens,France,30,74,2000000.0,1783743.0,1487438.0,2185541.0,fair
M. Udol,Defender,Ligue 1,RC Lens,France,29,74,2000000.0,1709927.0,1503196.0,1996256.0,overpaid
Matheus Gonçalves,Midfielder,Saudi Pro League,Al Ahli SFC,Brazil,19,56,1940000.0,620779.0,498750.0,761388.0,overpaid
Dodô,Midfielder,Serie A,Fiorentina,Brazil,26,78,1920000.0,2289205.0,1878664.0,2810966.0,fair
G. Isaksen,Attacker,Serie A,Lazio,Denmark,24,76,1920000.0,2195934.0,1886114.0,2629892.0,fair
V. Lazaro,Defender,Serie A,Torino,Austria,29,76,1920000.0,1941378.0,1664109.0,2257224.0,fair
L. Samardžić,Midfielder,Serie A,Atalanta,Serbia,23,75,1920000.0,1842275.0,1496657.0,2305589.0,fair
A. Hindi,Defender,Saudi Pro League,Al Ettifaq,Saudi Arabia,28,64,1920000.0,595717.0,479117.0,714884.0,overpaid
W. Bondo,Midfielder,Serie A,Cremonese,France,21,72,1920000.0,1253136.0,1045440.0,1493579.0,overpaid
Tiago Tomás,Attacker,Bundesliga,VfB Stuttgart,Portugal,23,76,1890000.0,2041482.0,1737313.0,2411491.0,fair
M. Muheim,Midfielder,Bundesliga,Hamburger SV,Switzerland,27,75,1890000.0,1576539.0,1377163.0,1801170.0,overpaid
J. Dompé,Attacker,Bundesliga,Hamburger SV,France,29,75,1890000.0,1552320.0,1365387.0,1816004.0,overpaid
P. Mwene,Midfielder,Bundesliga,1. FSV Mainz 05,Austria,31,76,1890000.0,1689038.0,1455582.0,1966337.0,fair
C. Trimmel,Defender,Bundesliga,1. FC Union Berlin,Austria,38,75,1890000.0,2315477.0,2060847.0,2647399.0,underpaid
F. Rønnow,Goalkeeper,Bundesliga,1. FC Union Berlin,Denmark,32,80,1890000.0,2388127.0,2078484.0,2693606.0,underpaid
F. Asllani,Attacker,Bundesliga,TSG 1899 Hoffenheim,Germany,22,73,1890000.0,1685413.0,1394590.0,2004983.0,fair
E. Smith,Defender,Bundesliga,FC St. Pauli,Sweden,28,75,1890000.0,1895266.0,1648572.0,2199670.0,fair
P. Mainka,Defender,Bundesliga,1. FC Heidenheim 1846,Germany,30,76,1890000.0,1802230.0,1563962.0,2106390.0,fair
H. Tabaković,Attacker,Bundesliga,Borussia Mönchengladbach,Switzerland,31,73,1890000.0,1472168.0,1249364.0,1750322.0,overpaid
F. Chaïbi,Midfielder,Bundesliga,Eintracht Frankfurt,Algeria,22,74,1890000.0,1817521.0,1519460.0,2206359.0,fair
R. Khedira,Midfielder,Bundesliga,1. FC Union Berlin,Germany,31,75,1890000.0,1618919.0,1429311.0,1860601.0,overpaid
Óscar Valentín,Midfielder,La Liga,Rayo Vallecano,Spain,30,78,1880000.0,1961951.0,1654518.0,2335469.0,fair
V. Rosier,Midfielder,La Liga,CA Osasuna,France,28,77,1880000.0,1873614.0,1655989.0,2171257.0,fair
Denis Suárez,Midfielder,La Liga,Deportivo Alavés,Spain,31,74,1880000.0,1406171.0,1193464.0,1682162.0,overpaid
A. Rațiu,Defender,La Liga,Rayo Vallecano,Romania,27,79,1880000.0,2121421.0,1836720.0,2388730.0,fair
Edu Expósito,Midfielder,La Liga,RCD Espanyol,Spain,28,75,1880000.0,1559393.0,1315602.0,1842882.0,overpaid
C. Ejuke,Attacker,La Liga,Sevilla FC,Nigeria,27,78,1880000.0,1951869.0,1704253.0,2256486.0,fair
A. Danjuma,Attacker,La Liga,Valencia CF,Netherlands,28,75,1880000.0,1722271.0,1495052.0,1991929.0,fair
Luis Rioja,Midfielder,La Liga,Valencia CF,Spain,31,78,1880000.0,2020837.0,1682659.0,2502089.0,fair
A. Adams,Attacker,La Liga,Sevilla FC,Nigeria,25,73,1880000.0,1629227.0,1345503.0,1935755.0,fair
A. Gallo,Defender,Serie A,Lecce,Italy,25,75,1880000.0,1114820.0,977737.0,1269105.0,overpaid
J. Mojica,Defender,La Liga,RCD Mallorca,Colombia,32,78,1880000.0,1943314.0,1720422.0,2228595.0,fair
Toni Martínez,Attacker,La Liga,Deportivo Alavés,Spain,28,74,1880000.0,1673255.0,1450805.0,1951644.0,fair
Juan Jesus,Defender,Serie A,Napoli,Brazil,34,74,1850000.0,2136042.0,1487822.0,3349218.0,fair
P. Comuzzo,Defender,Serie A,Fiorentina,Italy,20,74,1850000.0,2189143.0,1862260.0,2621701.0,underpaid
F. Bonazzoli,Attacker,Serie A,Cremonese,Italy,28,70,1850000.0,930389.0,806198.0,1084917.0,overpaid
R. Gagliardini,Midfielder,Serie A,Hellas Verona FC,Italy,31,72,1850000.0,970192.0,832966.0,1176190.0,overpaid
F. Baschirotto,Defender,Serie A,Cremonese,Italy,28,75,1850000.0,1189364.0,1055519.0,1359395.0,overpaid
F. Esposito,Attacker,Serie A,Inter,Italy,20,72,1850000.0,1292971.0,1079413.0,1578606.0,overpaid
D. Bradarić,Midfielder,Serie A,Hellas Verona FC,Croatia,25,71,1850000.0,881774.0,768543.0,1031841.0,overpaid
T. Pobega,Midfielder,Serie A,Bologna,Italy,25,74,1850000.0,1868440.0,1559872.0,2291792.0,fair
M. de Roon,Midfielder,Serie A,Atalanta,Netherlands,34,81,1850000.0,4504275.0,4014806.0,5090981.0,underpaid
J. Vardy,Attacker,Serie A,Cremonese,England,38,76,1850000.0,2495547.0,2264535.0,2939040.0,underpaid
Saúl Coco,Defender,Serie A,Torino,Equatorial Guinea,26,76,1850000.0,2020287.0,1737245.0,2400800.0,fair
R. Freuler,Midfielder,Serie A,Bologna,Switzerland,33,81,1850000.0,5126478.0,4368536.0,6161578.0,underpaid
M. Perrone,Midfielder,Serie A,Como,Argentina,22,73,1850000.0,1550017.0,1302951.0,1858007.0,fair
