Short Name,Position,League Name,Club Name,Nationality,Age,Overall,Gross Annual Eur,Predicted Center Eur,Predicted Low Eur,Predicted High Eur,Status
M. Talbi,Defender,Ligue 1,FC Lorient,Tunisia,27,73,1090000.0,1206637.0,1074292.0,1426409.0,fair
Álex Jiménez,Defender,Premier League,AFC Bournemouth,Spain,20,71,1084329.0,1154686.0,962800.0,1377616.0,fair
Abel Bretones,Midfielder,La Liga,CA Osasuna,Spain,24,75,1040000.0,1562488.0,1292745.0,1862880.0,underpaid
W. Burger,Midfielder,Bundesliga,TSG 1899 Hoffenheim,Netherlands,24,73,1040000.0,1476364.0,1279468.0,1696038.0,underpaid
L. Pétrot,Defender,La Liga,Elche CF,France,28,70,1040000.0,973555.0,815906.0,1239516.0,fair
Pablo Ibáñez,Midfielder,La Liga,Deportivo Alavés,Spain,26,72,1040000.0,1275421.0,1131604.0,1470867.0,underpaid
Robert Navarro,Midfielder,La Liga,Athletic Club,Spain,23,74,1040000.0,1520177.0,1241753.0,1835468.0,underpaid
J. Sands,Midfielder,Bundesliga,FC St. Pauli,USA,24,71,1040000.0,814353.0,697452.0,989578.0,overpaid
Aarón,Goalkeeper,La Liga,Real Oviedo,Spain,29,75,1040000.0,1505928.0,1336015.0,1675035.0,underpaid
F. Viñas,Attacker,La Liga,Real Oviedo,Uruguay,27,72,1040000.0,1437646.0,1259871.0,1668764.0,underpaid
Alberto Reina,Midfielder,La Liga,Real Oviedo,Spain,27,73,1040000.0,1397045.0,1225482.0,1622546.0,underpaid
K. Arriaga,Midfielder,La Liga,Levante UD,Honduras,27,73,1040000.0,1276809.0,1057963.0,1583641.0,underpaid
Nacho Vidal,Defender,La Liga,Real Oviedo,Spain,30,73,1040000.0,1357426.0,1156073.0,1603768.0,underpaid
Pablo Torre,Midfielder,La Liga,RCD Mallorca,Spain,22,74,1040000.0,1462708.0,1180483.0,1790974.0,underpaid
Pablo Marín,Midfielder,La Liga,Real Sociedad,Spain,21,73,1040000.0,1160023.0,964965.0,1372609.0,fair
S. Sebulonsen,Midfielder,Bundesliga,1. FC Köln,Norway,25,70,1040000.0,845368.0,681184.0,1081931.0,fair
M. Frendrup,Midfielder,Serie A,Genoa,Denmark,24,76,1030000.0,1468810.0,1168120.0,1739786.0,underpaid
M. Aebischer,Midfielder,Serie A,Pisa,Switzerland,28,74,1030000.0,1582707.0,1379252.0,1842065.0,underpaid
Adrián Bernabé,Midfielder,Serie A,Parma,Spain,24,74,1030000.0,1119898.0,991841.0,1260929.0,fair
A. Sharahili,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,31,71,1030000.0,1248835.0,1045859.0,1544550.0,underpaid
F. Al Sagour,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,29,66,1030000.0,654128.0,494114.0,845560.0,overpaid
H. Al Yami,Defender,Saudi Pro League,Al Hilal,Saudi Arabia,26,65,1030000.0,591179.0,479631.0,708547.0,overpaid
K. Al Ghannam,Midfielder,Saudi Pro League,Al Ettifaq,Saudi Arabia,24,60,1030000.0,651387.0,521055.0,771708.0,overpaid
S. Al Ghannam,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,31,72,1020000.0,1397691.0,1209028.0,1625884.0,underpaid
M. Nkota,Midfielder,Saudi Pro League,Al Ettifaq,South Africa,20,64,1020000.0,616479.0,499287.0,751356.0,overpaid
T. Heggem,Defender,Serie A,Bologna,Norway,26,73,1020000.0,1596986.0,1316036.0,1942535.0,underpaid
Marcelo Grohe,Goalkeeper,Saudi Pro League,Al Shabab,Brazil,38,75,1020000.0,2148923.0,1952103.0,2558195.0,underpaid
A. Al Amri,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,28,70,1020000.0,1222559.0,992335.0,1586877.0,fair
A. Gallo,Defender,Serie A,Lecce,Italy,25,75,1020000.0,1114820.0,977737.0,1269105.0,fair
D. Cissé,Midfielder,Ligue 1,Stade Rennais FC,France,21,73,1000000.0,1056453.0,926963.0,1189401.0,fair
C. Cresswell,Defender,Ligue 1,Toulouse FC,England,22,74,1000000.0,1339565.0,1091955.0,1545376.0,underpaid
K. Danois,Midfielder,Ligue 1,AJ Auxerre,France,21,74,1000000.0,1124093.0,996488.0,1261279.0,fair
N. Mukau,Midfielder,Ligue 1,Lille OSC,Belgium,20,74,1000000.0,1280779.0,1047963.0,1476954.0,underpaid
M. Penders,Goalkeeper,Ligue 1,RC Strasbourg Alsace,Belgium,19,73,1000000.0,1429530.0,1208819.0,1655188.0,underpaid
G. Restes,Goalkeeper,Ligue 1,Toulouse FC,France,20,78,1000000.0,1371073.0,1033230.0,1738435.0,underpaid
D. Scherhant,Attacker,Bundesliga,SC Freiburg,Germany,22,69,940000.0,778608.0,701292.0,888299.0,overpaid
E. Poku,Attacker,Bundesliga,Bayer 04 Leverkusen,Netherlands,21,70,940000.0,1217159.0,989754.0,1494487.0,underpaid
T. Lemperle,Attacker,Bundesliga,TSG 1899 Hoffenheim,Germany,23,73,940000.0,1486793.0,1159856.0,1837656.0,underpaid
A. Knauff,Attacker,Bundesliga,Eintracht Frankfurt,Germany,23,77,940000.0,2439108.0,2038284.0,2921133.0,underpaid
J. Manzambi,Midfielder,Bundesliga,SC Freiburg,Switzerland,19,67,940000.0,726087.0,661799.0,812107.0,overpaid
R. Königsdörffer,Attacker,Bundesliga,Hamburger SV,Ghana,23,71,940000.0,1007550.0,884312.0,1187210.0,fair
A. Kemlein,Midfielder,Bundesliga,1. FC Union Berlin,Germany,20,70,940000.0,1057965.0,921040.0,1217982.0,fair
F. Jeltsch,Defender,Bundesliga,VfB Stuttgart,Germany,18,72,940000.0,1046006.0,891483.0,1238608.0,fair
I. Chaira,Midfielder,La Liga,Real Oviedo,Morocco,24,72,940000.0,1149320.0,962017.0,1397016.0,underpaid
L. Querfeld,Defender,Bundesliga,1. FC Union Berlin,Austria,21,75,940000.0,1405329.0,1102904.0,1693878.0,underpaid
Carlos Romero,Defender,La Liga,RCD Espanyol,Spain,23,75,940000.0,2005133.0,1650805.0,2466806.0,underpaid
O. El Hilali,Defender,La Liga,RCD Espanyol,Morocco,21,77,940000.0,1549885.0,1285625.0,1839956.0,underpaid
Bigas,Defender,La Liga,Elche CF,Spain,34,74,940000.0,1514261.0,1272995.0,1762424.0,underpaid
D. Affengruber,Defender,La Liga,Elche CF,Austria,24,75,940000.0,1360402.0,1097245.0,1603420.0,underpaid
Hugo Álvarez,Midfielder,La Liga,RC Celta,Spain,21,76,940000.0,1356552.0,1027783.0,1712557.0,underpaid
Martim Neto,Midfielder,La Liga,Elche CF,Portugal,22,70,940000.0,923097.0,798271.0,1070722.0,fair
B. Norton-Cuffy,Defender,Serie A,Genoa,England,21,68,930000.0,696040.0,577528.0,824408.0,overpaid
L. Montipò,Goalkeeper,Serie A,Hellas Verona FC,Italy,29,76,930000.0,1167691.0,985576.0,1393471.0,underpaid
C. Niasse,Midfielder,Serie A,Hellas Verona FC,Senegal,25,71,930000.0,800313.0,704958.0,932883.0,fair
A. Circati,Defender,Serie A,Parma,Australia,21,71,930000.0,876523.0,771203.0,1030557.0,fair
C. Ordoñez,Attacker,Serie A,Parma,Argentina,20,72,930000.0,846424.0,742644.0,994073.0,fair
M. Pellegrino,Attacker,Serie A,Parma,Argentina,23,67,930000.0,695648.0,548017.0,851572.0,overpaid
G. Gaetano,Midfielder,Serie A,Cagliari,Italy,25,74,930000.0,917753.0,792426.0,1065842.0,fair
M. Baturina,Midfielder,Serie A,Como,Croatia,22,78,930000.0,3912577.0,3595450.0,4366479.0,underpaid
J. Butez,Goalkeeper,Serie A,Como,France,30,76,930000.0,1842713.0,1501232.0,2269168.0,underpaid
A. Obert,Defender,Serie A,Cagliari,Slovakia,22,70,930000.0,773959.0,658404.0,914664.0,overpaid
Y. Akçiçek,Defender,Saudi Pro League,Al Hilal,Türkiye,19,65,920000.0,582008.0,480991.0,713760.0,overpaid
F. Sotoca,Attacker,Ligue 1,RC Lens,France,34,75,910000.0,1533254.0,1292431.0,1822530.0,underpaid
A. Sarr,Attacker,Serie A,Hellas Verona FC,Sweden,24,71,910000.0,755329.0,674469.0,881454.0,overpaid
K. Kouao,Defender,Ligue 1,FC Metz,Côte d'Ivoire,27,71,910000.0,862532.0,736805.0,1021126.0,fair
L. Négo,Defender,Ligue 1,Le Havre AC,Hungary,34,72,910000.0,1054377.0,929477.0,1231898.0,underpaid
M. Godo,Attacker,Ligue 1,RC Strasbourg Alsace,England,22,65,910000.0,715190.0,638103.0,822708.0,overpaid
Y. El Arabi,Attacker,Ligue 1,FC Nantes,Morocco,38,73,910000.0,1087912.0,948164.0,1250559.0,underpaid
A. Samatta,Attacker,Ligue 1,Le Havre AC,Tanzania,32,72,910000.0,933610.0,808392.0,1147496.0,fair
A. Sangante,Defender,Ligue 1,Le Havre AC,Senegal,23,73,910000.0,970116.0,837868.0,1123200.0,fair
S. El Mourabet,Midfielder,Ligue 1,RC Strasbourg Alsace,France,19,66,910000.0,692218.0,566026.0,834250.0,overpaid
R. Ndiaye,Midfielder,Ligue 1,Le Havre AC,Senegal,23,70,910000.0,922007.0,805172.0,1052822.0,fair
M. Diaw,Goalkeeper,Ligue 1,Le Havre AC,Senegal,32,70,910000.0,799222.0,613578.0,1005932.0,fair
C. Akpa,Defender,Ligue 1,AJ Auxerre,France,23,74,910000.0,1314326.0,1119823.0,1502972.0,underpaid
N. Cadiou,Midfielder,Ligue 1,FC Lorient,France,26,70,910000.0,870457.0,762036.0,1004746.0,fair
N. Ngoy,Defender,Ligue 1,Lille OSC,Belgium,22,69,910000.0,750440.0,665740.0,873777.0,overpaid
F. Potts,Midfielder,Premier League,West Ham United,England,21,70,903607.0,1179699.0,1005430.0,1397709.0,underpaid
I. Gruev,Midfielder,Premier League,Leeds United,Bulgaria,25,74,903607.0,1782329.0,1456382.0,2211468.0,underpaid
M. Okoye,Goalkeeper,Serie A,Udinese,Nigeria,25,74,900000.0,1001143.0,853643.0,1170170.0,fair
K. Davis,Attacker,Serie A,Udinese,England,27,72,900000.0,1099500.0,942612.0,1279908.0,underpaid
K. Ehizibue,Midfielder,Serie A,Udinese,Netherlands,30,73,900000.0,1115910.0,973075.0,1289518.0,underpaid
A. Ghareeb,Attacker,Saudi Pro League,Al Nassr,Saudi Arabia,28,70,870000.0,1180418.0,952191.0,1480358.0,underpaid
K. Lund,Midfielder,Bundesliga,1. FC Köln,Denmark,23,71,850000.0,753593.0,619951.0,910445.0,fair
A. Daghim,Attacker,Bundesliga,VfL Wolfsburg,Denmark,19,66,850000.0,668736.0,554898.0,784504.0,overpaid
A. Fadera,Attacker,Serie A,Sassuolo,Gambia,23,71,830000.0,1060523.0,893305.0,1273184.0,underpaid
H. Meister,Attacker,Serie A,Pisa,Denmark,21,67,830000.0,543165.0,471498.0,590418.0,overpaid
Juan Iglesias,Defender,La Liga,Getafe CF,Spain,26,74,830000.0,1653216.0,1393547.0,1955089.0,underpaid
Javi Rueda,Defender,La Liga,RC Celta,Spain,23,68,830000.0,689922.0,590883.0,797149.0,overpaid
Víctor Chust,Defender,La Liga,Elche CF,Spain,25,71,830000.0,737241.0,570732.0,912402.0,fair
Víctor Muñoz,Attacker,La Liga,CA Osasuna,Spain,21,65,830000.0,683365.0,560695.0,804847.0,overpaid
Omar Mascarell,Midfielder,La Liga,RCD Mallorca,Spain,32,75,830000.0,1500339.0,1312883.0,1699031.0,underpaid
K. Sibo,Midfielder,La Liga,Real Oviedo,Ghana,27,69,830000.0,725956.0,497833.0,1038442.0,fair
H. Hassan,Midfielder,La Liga,Real Oviedo,France,23,72,830000.0,1182200.0,962064.0,1451380.0,underpaid
Gumbau,Midfielder,La Liga,Rayo Vallecano,Spain,30,73,830000.0,990013.0,843631.0,1161940.0,underpaid
Javi Rodríguez,Defender,La Liga,RC Celta,Spain,22,76,830000.0,1596628.0,1221675.0,2012139.0,underpaid
M. Senaya,Defender,Ligue 1,AJ Auxerre,France,24,69,820000.0,661777.0,526053.0,802351.0,overpaid
S. Soumano,Attacker,Ligue 1,FC Lorient,Senegal,24,71,820000.0,776175.0,675219.0,905621.0,fair
N. Sangui,Defender,Ligue 1,Paris FC,France,19,67,820000.0,606841.0,496959.0,727813.0,overpaid
J. Lepenant,Midfielder,Ligue 1,FC Nantes,France,22,74,820000.0,1158157.0,988057.0,1301438.0,underpaid
Y. Kechta,Midfielder,Ligue 1,Le Havre AC,Morocco,23,73,820000.0,926026.0,816190.0,1071415.0,fair
T. Louchet,Midfielder,Ligue 1,OGC Nice,France,22,72,820000.0,1203315.0,994899.0,1461942.0,underpaid
F. Al Birekan,Midfielder,Saudi Pro League,Al Ahli SFC,Saudi Arabia,25,75,820000.0,1681614.0,1379305.0,2147432.0,underpaid
Unai Hernández,Midfielder,Saudi Pro League,Al Shabab,Spain,20,66,820000.0,600465.0,495230.0,718584.0,overpaid
J. Fischer,Goalkeeper,Ligue 1,FC Metz,Denmark,23,69,820000.0,593748.0,488767.0,703705.0,overpaid
Y. Gboho,Attacker,Ligue 1,Toulouse FC,France,24,75,820000.0,1261911.0,1044052.0,1434441.0,underpaid
J. Simić,Defender,Saudi Pro League,Al Ittihad,Serbia,20,70,800000.0,789947.0,661060.0,957140.0,fair
G. Gocholeishvili,Midfielder,Bundesliga,Hamburger SV,Georgia,24,70,790000.0,778797.0,685027.0,905811.0,fair
L. Valenti,Defender,Serie A,Parma,Argentina,26,68,770000.0,631052.0,492605.0,773655.0,fair
A. Al Ghamdi,Attacker,Saudi Pro League,Al Ittihad,Saudi Arabia,23,65,770000.0,682533.0,585063.0,791331.0,fair
M. Al Yami,Goalkeeper,Saudi Pro League,Al Hazem FC,Saudi Arabia,23,56,770000.0,528017.0,468209.0,559455.0,overpaid
M. Abdulrahman,Defender,Saudi Pro League,Al Ahli SFC,Saudi Arabia,22,61,770000.0,519571.0,466501.0,549521.0,overpaid
C. Ngonge,Attacker,Serie A,Torino,Belgium,25,72,770000.0,1137908.0,918814.0,1369284.0,underpaid
C. Ekuban,Attacker,Serie A,Genoa,Ghana,31,71,770000.0,1142501.0,943578.0,1440091.0,underpaid
E. Al Muwallad,Midfielder,Saudi Pro League,Al Ahli SFC,Saudi Arabia,23,60,770000.0,520157.0,466501.0,550120.0,overpaid
L. Da Cunha,Midfielder,Serie A,Como,France,24,74,770000.0,1997172.0,1501317.0,2772178.0,underpaid
M. Al Yami,Goalkeeper,Saudi Pro League,Al Hazem FC,Saudi Arabia,23,56,770000.0,528017.0,468209.0,559455.0,overpaid
K. Thorstvedt,Midfielder,Serie A,Sassuolo,Norway,26,75,770000.0,1375869.0,1131642.0,1648279.0,underpaid
S. Al Nasser,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,24,65,770000.0,597335.0,485805.0,729329.0,overpaid
C. Baleba,Midfielder,Premier League,Brighton & Hove Albion,Cameroon,21,81,753006.0,5693431.0,4815551.0,6529981.0,underpaid
A. Kade,Midfielder,Bundesliga,FC Augsburg,Germany,21,70,750000.0,877672.0,735195.0,1064422.0,fair
Y. Diomande,Attacker,Bundesliga,RB Leipzig,Côte d'Ivoire,18,66,750000.0,737762.0,655600.0,865448.0,fair
J. Fujita,Midfielder,Bundesliga,FC St. Pauli,Japan,23,69,750000.0,756314.0,679541.0,869173.0,fair
R. Hendriks,Defender,Bundesliga,VfB Stuttgart,Netherlands,23,70,750000.0,1213179.0,994403.0,1578946.0,underpaid
M. Busch,Midfielder,Bundesliga,1. FC Heidenheim 1846,Germany,30,72,750000.0,1272210.0,1083399.0,1566311.0,underpaid
A. Ibrahimović,Attacker,Bundesliga,1. FC Heidenheim 1846,Germany,19,61,750000.0,662966.0,543826.0,773948.0,fair
I. Ansah,Attacker,Bundesliga,1. FC Union Berlin,Germany,20,69,750000.0,846932.0,723766.0,995765.0,fair
G. Borrelli,Attacker,Serie A,Cagliari,Italy,25,64,740000.0,637580.0,499093.0,787432.0,fair
M. Bianchetti,Defender,Serie A,Cremonese,Italy,32,71,740000.0,970612.0,837818.0,1145243.0,underpaid
T. Muharemović,Defender,Serie A,Sassuolo,Bosnia and Herzegovina,22,70,740000.0,889132.0,780952.0,1030557.0,underpaid
A. Paleari,Goalkeeper,Serie A,Torino,Italy,32,68,740000.0,688254.0,519289.0,886111.0,fair
N. Bertola,Defender,Serie A,Udinese,Italy,22,68,740000.0,620482.0,503946.0,752586.0,fair
S. Amo-Ameyaw,Defender,Ligue 1,RC Strasbourg Alsace,England,18,69,730000.0,806125.0,704490.0,905397.0,fair
Fran Pérez,Midfielder,La Liga,Rayo Vallecano,Spain,22,72,730000.0,1001896.0,858626.0,1193262.0,underpaid
A. Seko,Defender,Ligue 1,Le Havre AC,Japan,25,69,730000.0,715065.0,520954.0,956367.0,fair
P. Pagis,Attacker,Ligue 1,FC Lorient,France,22,68,730000.0,705751.0,632591.0,788619.0,fair
K. Doumbia,Midfielder,Ligue 1,Stade Brestois 29,Mali,22,74,730000.0,1174486.0,1009015.0,1337186.0,underpaid
A. Rebbach,Attacker,La Liga,Deportivo Alavés,Algeria,26,69,730000.0,840499.0,718535.0,983625.0,fair
Dela,Defender,La Liga,Levante UD,Spain,26,72,730000.0,1311042.0,1138468.0,1545877.0,underpaid
A. Sbaï,Midfielder,Saudi Pro League,Al Fateh,France,24,68,730000.0,692895.0,601092.0,784622.0,fair
Marc Aguado,Midfielder,La Liga,Elche CF,Spain,25,70,730000.0,867968.0,704041.0,1084188.0,fair
L. Mouton,Attacker,Ligue 1,Angers SCO,France,23,70,730000.0,842716.0,736015.0,996378.0,underpaid
R. Risser,Goalkeeper,Ligue 1,RC Lens,France,20,72,730000.0,822577.0,673046.0,1005679.0,fair
G. Tsitaishvili,Defender,Ligue 1,FC Metz,Georgia,24,72,730000.0,912502.0,762240.0,1090953.0,underpaid
S. El Mala,Midfielder,Bundesliga,1. FC Köln,Germany,18,68,720000.0,750617.0,680958.0,841045.0,fair
N. Boushal,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,25,67,700000.0,759545.0,539719.0,991805.0,fair
R. Hamed,Defender,Saudi Pro League,Al Ahli SFC,Saudi Arabia,23,59,700000.0,520344.0,466642.0,550120.0,overpaid
M. Al Thani,Defender,Saudi Pro League,Al Qadsiah FC,Saudi Arabia,28,61,670000.0,558857.0,472511.0,586310.0,overpaid
S. Al Najdi,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,22,63,670000.0,538931.0,476810.0,583642.0,overpaid
D. Pejčinović,Attacker,Bundesliga,VfL Wolfsburg,Germany,20,65,660000.0,622175.0,496505.0,769657.0,fair
L. Höler,Attacker,Bundesliga,SC Freiburg,Germany,30,73,660000.0,1319632.0,1121842.0,1549836.0,underpaid
M. Kömür,Attacker,Bundesliga,FC Augsburg,Germany,19,68,660000.0,704157.0,648520.0,792868.0,fair
C. Kofane,Attacker,Bundesliga,Bayer 04 Leverkusen,Cameroon,18,68,660000.0,1048967.0,827925.0,1345289.0,underpaid
J. Föhrenbach,Midfielder,Bundesliga,1. FC Heidenheim 1846,Germany,29,71,660000.0,1190644.0,1010869.0,1511823.0,underpaid
L. Oppie,Midfielder,Bundesliga,FC St. Pauli,Germany,23,68,660000.0,583815.0,484767.0,692205.0,fair
A. Pyrka,Midfielder,Bundesliga,FC St. Pauli,Poland,22,68,660000.0,639392.0,523864.0,743060.0,fair
A. Marcandalli,Defender,Serie A,Genoa,Italy,23,66,650000.0,595791.0,491426.0,725407.0,fair
T. Barbieri,Defender,Serie A,Cremonese,Italy,22,69,650000.0,607346.0,497954.0,729011.0,fair
L. Bernasconi,Defender,Serie A,Atalanta,Italy,21,65,650000.0,676875.0,559784.0,797760.0,fair
N. Al Sharari,Defender,Saudi Pro League,Al Nassr,Saudi Arabia,29,67,640000.0,737645.0,507941.0,1027823.0,fair
T. Le Bris,Midfielder,Ligue 1,FC Lorient,France,22,69,640000.0,755319.0,632086.0,928761.0,fair
A. Al Jaber,Midfielder,Saudi Pro League,Al Nassr,Saudi Arabia,21,48,640000.0,519374.0,465755.0,548994.0,overpaid
Emersonn,Attacker,Ligue 1,Toulouse FC,Brazil,20,65,640000.0,613689.0,496610.0,743759.0,fair
F. Al Sibyani,Midfielder,Saudi Pro League,Al Shabab,Saudi Arabia,21,54,640000.0,518212.0,465755.0,547262.0,overpaid
M. Gluscevic,Attacker,Saudi Pro League,Al Ettifaq,Serbia,21,57,640000.0,518875.0,465755.0,548255.0,overpaid
S. Ebonog,Midfielder,Ligue 1,Le Havre AC,France,20,65,640000.0,522438.0,471563.0,558470.0,overpaid
P. Mboup,Attacker,Ligue 1,Stade Brestois 29,Senegal,21,69,640000.0,597827.0,499259.0,706478.0,fair
L. Banda,Attacker,Serie A,Lecce,Zambia,24,71,640000.0,837472.0,733849.0,953535.0,underpaid
D. Yongwa,Defender,Ligue 1,FC Lorient,Cameroon,24,72,640000.0,781734.0,674071.0,928692.0,underpaid
L. Raolisoa,Midfielder,Ligue 1,Angers SCO,France,25,70,640000.0,783925.0,680895.0,903746.0,underpaid
K. Oppong,Defender,Ligue 1,OGC Nice,Ghana,21,68,640000.0,632692.0,503511.0,775603.0,fair
Y. Belkhdim,Midfielder,Ligue 1,Angers SCO,France,23,70,640000.0,809407.0,710078.0,924347.0,underpaid
Afonso Moreira,Attacker,Ligue 1,Olympique Lyonnais,Portugal,20,67,640000.0,666108.0,556317.0,773807.0,fair
M. Al Mahasna,Goalkeeper,Saudi Pro League,Al Shabab,Saudi Arabia,28,58,640000.0,559340.0,472613.0,587413.0,overpaid
M. Sulaiman,Defender,Saudi Pro League,Al Ahli SFC,Saudi Arabia,21,57,640000.0,519130.0,466291.0,548416.0,overpaid
S. Abu Al Shamat,Midfielder,Saudi Pro League,Al Ahli SFC,Saudi Arabia,22,61,640000.0,520002.0,466624.0,548994.0,overpaid
A. Khattab,Attacker,Saudi Pro League,Al-Najma SC,Saudi Arabia,30,54,640000.0,559343.0,472511.0,587818.0,overpaid
Y. Al Zubaidi,Attacker,Saudi Pro League,Al Ahli SFC,Saudi Arabia,22,56,640000.0,520256.0,466624.0,549956.0,overpaid
A. Al Asmari,Midfielder,Saudi Pro League,NEOM SC,Saudi Arabia,28,63,640000.0,582876.0,477128.0,693186.0,fair
H. Al Hammami,Attacker,Saudi Pro League,Al Shabab,Saudi Arabia,21,60,640000.0,523642.0,466895.0,551965.0,overpaid
M. Al Rajih,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,21,58,640000.0,529288.0,468361.0,561425.0,overpaid
B. Al Sayali,Midfielder,Saudi Pro League,Al Hazem FC,Saudi Arabia,24,59,640000.0,596683.0,491361.0,729514.0,fair
S. Hidalgo,Attacker,Ligue 1,Toulouse FC,Argentina,20,69,640000.0,704027.0,632754.0,790905.0,fair
Jan Virgili,Attacker,La Liga,RCD Mallorca,Spain,18,68,630000.0,692475.0,635080.0,788206.0,underpaid
P. Ciss,Midfielder,La Liga,Rayo Vallecano,Senegal,31,77,630000.0,1647885.0,1331503.0,2019942.0,underpaid
M. Patouillet,Goalkeeper,Saudi Pro League,Al Hilal,France,21,64,610000.0,514957.0,466291.0,545562.0,overpaid
M. Olise,Midfielder,Bundesliga,FC Bayern München,France,23,86,602405.0,8178700.0,5674870.0,12742704.0,underpaid
K. Schade,Midfielder,Premier League,Brentford,Germany,23,78,602405.0,2603851.0,1829455.0,3626019.0,underpaid
Kialonda Gaspar,Defender,Serie A,Lecce,Angola,27,74,590000.0,1008547.0,844428.0,1235953.0,underpaid
S. Al Najai,Midfielder,Saudi Pro League,Al Nassr,Saudi Arabia,28,63,580000.0,635805.0,492419.0,781891.0,fair
N. Al Aqidi,Goalkeeper,Saudi Pro League,Al Nassr,Saudi Arabia,25,72,580000.0,994409.0,857075.0,1195226.0,underpaid
A. Al Obud,Attacker,Saudi Pro League,Al Ittihad,Saudi Arabia,30,70,580000.0,1132726.0,935056.0,1395911.0,underpaid
N. Al Dawsari,Midfielder,Saudi Pro League,Al Hilal,Saudi Arabia,26,68,580000.0,1067109.0,833969.0,1407374.0,underpaid
H. Al Ghamdi,Midfielder,Saudi Pro League,Al Ittihad,Saudi Arabia,26,62,580000.0,644487.0,504355.0,773839.0,fair
M. Hawsawi,Midfielder,Saudi Pro League,Al Khaleej,Saudi Arabia,24,57,580000.0,606277.0,493337.0,742789.0,fair
L. Vušković,Defender,Bundesliga,Hamburger SV,Croatia,18,72,570000.0,1282282.0,1035889.0,1656400.0,underpaid
E. Martel,Midfielder,Bundesliga,1. FC Köln,Germany,23,76,570000.0,1353234.0,1086141.0,1622602.0,underpaid
K. Topp,Defender,Bundesliga,SV Werder Bremen,Germany,21,68,570000.0,607618.0,491057.0,739066.0,fair
I. Smolčić,Defender,Serie A,Como,Croatia,24,72,560000.0,1221712.0,1021554.0,1481327.0,underpaid
S. Pierotti,Attacker,Serie A,Lecce,Argentina,24,70,560000.0,813974.0,689444.0,994241.0,underpaid
D. Mosquera,Attacker,Serie A,Hellas Verona FC,Colombia,25,71,560000.0,761229.0,643528.0,906666.0,underpaid
A. Atta,Midfielder,Serie A,Udinese,France,22,69,560000.0,748332.0,673019.0,852179.0,underpaid
Álex Valle,Defender,Serie A,Como,Spain,21,72,560000.0,1190905.0,963548.0,1459957.0,underpaid
S. Kılıçsoy,Attacker,Serie A,Cagliari,Türkiye,19,70,560000.0,995947.0,847072.0,1269822.0,underpaid
João Costa,Defender,Saudi Pro League,Al Ettifaq,Brazil,20,71,560000.0,846472.0,710296.0,1008411.0,underpaid
D. Karim,Midfielder,Ligue 1,FC Lorient,Togo,21,69,550000.0,645342.0,538047.0,751066.0,fair
D. Guindo,Defender,Ligue 1,Stade Brestois 29,Mali,22,67,550000.0,583785.0,489476.0,687799.0,fair
D. Methalie,Midfielder,Ligue 1,Toulouse FC,France,19,64,550000.0,525001.0,468048.0,556702.0,fair
M. Sauer,Midfielder,Ligue 1,Toulouse FC,Slovakia,21,68,550000.0,605783.0,504283.0,715024.0,fair
I. Soumaré,Attacker,Ligue 1,Le Havre AC,Senegal,24,72,550000.0,874630.0,761903.0,994994.0,underpaid
Y. Zouaoui,Defender,Ligue 1,Le Havre AC,France,27,70,550000.0,950678.0,831816.0,1121772.0,underpaid
Hugo Rincón,Defender,La Liga,Girona FC,Spain,22,73,520000.0,1348969.0,1118969.0,1619352.0,underpaid
M. Frese,Defender,Serie A,Hellas Verona FC,Denmark,27,69,520000.0,646166.0,509663.0,772498.0,fair
Carlos Álvarez,Midfielder,La Liga,Levante UD,Spain,21,75,520000.0,1178650.0,1001291.0,1344894.0,underpaid
Mario Martín,Midfielder,La Liga,Getafe CF,Spain,21,68,520000.0,963317.0,801751.0,1219949.0,underpaid
A. Al Julaydan,Defender,Saudi Pro League,Al Ittihad,Saudi Arabia,21,57,510000.0,541182.0,472679.0,585104.0,fair
A. Makki,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,26,57,510000.0,555791.0,472704.0,587050.0,fair
A. Abdo,Goalkeeper,Saudi Pro League,Al Ahli SFC,Saudi Arabia,23,51,510000.0,520667.0,466776.0,550120.0,fair
A. Darisi,Attacker,Saudi Pro League,Al Hilal,Saudi Arabia,22,57,510000.0,526522.0,470058.0,558917.0,fair
M. Harboush,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,22,57,510000.0,544928.0,474196.0,590512.0,fair
J. Al Dossary,Defender,Saudi Pro League,Al Kholood,Saudi Arabia,31,58,510000.0,566610.0,474005.0,618120.0,fair
M. Al Shuwayrikh,Defender,Saudi Pro League,Al Shabab,Saudi Arabia,27,64,510000.0,639758.0,494218.0,781682.0,fair
Y. Ayari,Midfielder,Premier League,Brighton & Hove Albion,Sweden,21,75,481924.0,1743101.0,1409981.0,2164204.0,underpaid
